Datum,Ponovljena,Opstina,Pocetna Cena,Procenjena Vrednost,%,Tip,Kategorija,Opis,Link
2025-03-20,True,Алексинац,3500.0,7000.0,50.0,Pokretnosti,Покретне ствари,Апарат за заваривање EINHELL EUROMASTER CEN 150,https://eaukcija.sud.rs/#/aukcije/125982
2025-03-20,True,Алексинац,1500.0,3000.0,50.0,Pokretnosti,Покретне ствари,Брусилица WOMAX W-WS 850,https://eaukcija.sud.rs/#/aukcije/125983
2025-03-20,True,Алексинац,1500.0,3000.0,50.0,Pokretnosti,Покретне ствари,Пуњач акумулатора VILLAGER VCB 6E,https://eaukcija.sud.rs/#/aukcije/125985
2025-03-20,True,Алексинац,27500.0,55000.0,50.0,Pokretnosti,Покретне ствари,Тракторска приколица - дрварка (ручне израде),https://eaukcija.sud.rs/#/aukcije/125986
2025-03-20,True,Алексинац,6000.0,12000.0,50.0,Pokretnosti,Покретне ствари,Млин - крупара ODZACI са припадајућим електромотором,https://eaukcija.sud.rs/#/aukcije/125987
2025-03-20,True,Алексинац,1500.0,3000.0,50.0,Pokretnosti,Покретне ствари,Брусилица без ознака,https://eaukcija.sud.rs/#/aukcije/125988
2025-03-20,True,Алексинац,1250.0,2500.0,50.0,Pokretnosti,Покретне ствари,Ручна колица,https://eaukcija.sud.rs/#/aukcije/125989
2025-03-20,True,Алексинац,4000.0,8000.0,50.0,Pokretnosti,Покретне ствари,Веш машина BIRA,https://eaukcija.sud.rs/#/aukcije/125990
2025-03-20,True,Алексинац,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,Бицикл,https://eaukcija.sud.rs/#/aukcije/125991
2025-03-20,False,Крагујевац - град,14000.0,20000.0,70.0,Pokretnosti,Покретне ствари,Вага UNIMER Крушевац TIPUM 20,https://eaukcija.sud.rs/#/aukcije/125995
2025-03-20,False,Крагујевац - град,9800.0,14000.0,70.0,Pokretnosti,Покретне ствари,Телевизор марке VIVAX,https://eaukcija.sud.rs/#/aukcije/125996
2025-03-20,False,Крагујевац - град,5600.0,8000.0,70.0,Pokretnosti,Покретне ствари,Телевизор марке PHILIPS,https://eaukcija.sud.rs/#/aukcije/125997
2025-03-20,False,Крагујевац - град,4200.0,6000.0,70.0,Pokretnosti,Покретне ствари,Уљани радиијатор,https://eaukcija.sud.rs/#/aukcije/125998
2025-03-20,False,Крагујевац - град,2800.0,4000.0,70.0,Pokretnosti,Покретне ствари,Каиш за „дреш“,https://eaukcija.sud.rs/#/aukcije/125999
2025-03-20,False,Крагујевац - град,3500.0,5000.0,70.0,Pokretnosti,Покретне ствари,Леђна пумпа 11л,https://eaukcija.sud.rs/#/aukcije/126000
2025-03-20,False,Крагујевац - град,3150.0,4500.0,70.0,Pokretnosti,Покретне ствари,Леђна пумпа 10л,https://eaukcija.sud.rs/#/aukcije/126001
2025-03-20,False,Крагујевац - град,1050.0,1500.0,70.0,Pokretnosti,Покретне ствари,Ремен ZMAJ 22*247*2550,https://eaukcija.sud.rs/#/aukcije/126002
2025-03-20,True,Нова Црња,5000.0,10000.0,50.0,Pokretnosti,Намештај,"кауч, браон-беж боје",https://eaukcija.sud.rs/#/aukcije/126003
2025-03-20,True,Нова Црња,10000.0,20000.0,50.0,Pokretnosti,Намештај,дрвени сто са пет дрвених столица,https://eaukcija.sud.rs/#/aukcije/126004
2025-03-20,True,Нова Црња,15000.0,30000.0,50.0,Pokretnosti,Остала покретна имовина,"веш машина HISENSE Steam Allergy care 8kg, беле боје",https://eaukcija.sud.rs/#/aukcije/126005
2025-03-20,True,Нова Црња,6000.0,12000.0,50.0,Pokretnosti,Остала покретна имовина,"покретни клима уређај KOENIC, беле боје",https://eaukcija.sud.rs/#/aukcije/126006
2025-03-20,True,Нова Црња,10000.0,20000.0,50.0,Pokretnosti,Намештај,"брачни кревет од „еко коже“, беж боје",https://eaukcija.sud.rs/#/aukcije/126007
2025-03-20,True,Нова Црња,15000.0,30000.0,50.0,Pokretnosti,Намештај,"двосед, фотеља и табуре, браон боје",https://eaukcija.sud.rs/#/aukcije/126008
2025-03-20,True,Нова Црња,8000.0,16000.0,50.0,Pokretnosti,Остала покретна имовина,"лед телевизор VOX, црне боје",https://eaukcija.sud.rs/#/aukcije/126009
2025-03-20,False,Крагујевац - град,1960.0,2800.0,70.0,Pokretnosti,Покретне ствари,Ремен ZMAJ 245*1810,https://eaukcija.sud.rs/#/aukcije/126010
2025-03-20,False,Крагујевац - град,1855.0,2650.0,70.0,Pokretnosti,Покретне ствари,Ремен 45*1630 л,https://eaukcija.sud.rs/#/aukcije/126011
2025-03-20,False,Крагујевац - град,1540.0,2200.0,70.0,Pokretnosti,Покретне ствари,Ремен 45*1500 л,https://eaukcija.sud.rs/#/aukcije/126012
2025-03-20,False,Медиана,6674307.75,8899077.0,75.0,Nepokretnosti,Стан,"Стан, површине 57м², који се налази у поткровљу стамбене зграде за колективно становање у Нишу, ул. Радоја Дакића бр. 51А, 51Б, бр. објекта 1, бр. улаза 51/2, евид. бр. 16, бр. стана 46, на кат. парцели бр. 428/51, КО Ниш – Ћеле Кула, општина Медијана",https://eaukcija.sud.rs/#/aukcije/126055
2025-03-20,True,Тутин,110636.8,221273.6,50.0,Nepokretnosti,Пољопривредно земљиште,"Ливада 6. класе, врста земљишта: пољопривредно земљиште, број дела парцеле 1, лист непокретности 152, KO Чаровина, Општина Тутин, парцела број 191, површине 1888м2, у својини извршног дужника: ЕНЕСА КУРТАНОВИЋА, Нови Пазар, ул. Побрђе бб, ЈМБГ 2105993784005, облик својине – приватна, са обимом удела 1/1",https://eaukcija.sud.rs/#/aukcije/126056
2025-03-20,False,Вршац,504000.0,720000.0,70.0,Pokretnosti,Путничко возило или део,"Путничко возило марке и типа
BMW 3ER REIHE SERIJA 3
БР.ШАСИЈЕ   WBAPG31090E186728
БР.МОТОРА-N43B20AAB21621325
ГОДИНА ПРОИЗВОДЊЕ-2008
",https://eaukcija.sud.rs/#/aukcije/126058
2025-03-20,False,Зрењанин-град,600450.77,857786.82,70.0,Nepokretnosti,Непокретности,"-	ПОРОДИЧНА СТАМБЕНА ЗГРАДА 119 м2, са припадајућом парцелом кп 712 КО Томашевац површине  1169 м2, све уписано у ЛН  977 КО Томашевац, и то 2/6 идеална дела  укупна вредност спрам сувласничког дела износи 7130 еура односно 834.382,00 динара и
-	КП 713 – земљиште у грађевинском подручју – њива 2.класе, и то 2/6 идеална дела, површина 583м2, ЛН 977 КО Томашевац - укупна вредност спрам сувласничког дела износи 200 еура односно 23.404,82 динара
",https://eaukcija.sud.rs/#/aukcije/126125
2025-03-20,False,Панчево-град,139468.0,199240.0,70.0,Pokretnosti,Путничко возило или део,"Путничко возило регистарске ознаке PA211-IG, марке: RENAULT, MEGANE SCENIC, број шасије: VF1JM0U0A29756038, година производње 2003.",https://eaukcija.sud.rs/#/aukcije/126126
2025-03-20,False,Сремска Митровица-град,5747000.0,8210000.0,70.0,Nepokretnosti,Парцела,"KP 240/72 KO SREMSKA MITROVICA PORODIČNA STAMBENA ZGRADA 
 ULICA SREMSKOG FRONTA BROJ 60
106m2",https://eaukcija.sud.rs/#/aukcije/126147
2025-03-20,False,Вождовац,9061749.31,12945356.16,70.0,Nepokretnosti,Кућа,"Породичне стамбене зграде на адреси Станимира Стојановића бр. 18А (бивши назив улице Шљиварска 26а) Београд – Вождовац, Кумодраж, површине 81,40м2 (површина у основи, док је у елаборату геодетских радова фирме ГЕО –ДУЛЕ наведена корисна површина од 124.16 м2), који се налази на катастарској парцели 1866 КО Кумодраж",https://eaukcija.sud.rs/#/aukcije/126150
2025-03-20,True,Сремска Митровица-град,584632.5,1169265.0,50.0,Nepokretnosti,Шумско земљиште,"Непокретности у својини извршног дужника са обимом удела 1/1 уписане у ЛН број 624 К.О. Засавица, и то:
Парцела број 668, К.О. Засавица, шума 2.класе, површине 4153м2, потес Крчевине, шумско земљиште.",https://eaukcija.sud.rs/#/aukcije/126183
2025-03-20,True,Сремска Митровица-град,336647.5,673295.0,50.0,Nepokretnosti,Пољопривредно земљиште,"Непокретности у својини извршног дужника са обимом удела 1/1 уписане у ЛН број 624 К.О. Засавица, и то:
Парцела број 669, К.О. Засавица, воћњак 3.класе, потес Крчевине, површине 2392м2, пољопривредно земљиште.",https://eaukcija.sud.rs/#/aukcije/126184
2025-03-20,True,Баточина,1191645.0,2383290.0,50.0,Nepokretnosti,Непокретности,"к.п.бр. 52/5, уписана у лист непокретности бр. 819 КО Баточина (Варошица), површине 679 m2, њива 2. класе (објекат-породична стамбена зграда, у ванкњижној својини која је изграђена на к.п.бр. 52/5, није предмет ове продаје)",https://eaukcija.sud.rs/#/aukcije/126229
2025-03-20,False,Бечеј,1094100.0,1563000.0,70.0,Nepokretnosti,Кућа,"1. приземна породична стамбена зграда, површине 118 кв.м, објекат преузет из земљишне књиге, са земљиштем у грађевинском подручју под зградом/објектом и са издатим решењем о озакоњењу за дограђени део објекта површине 24 кв.м.
2. приземна помоћна зграда, површине 42 кв.м, објекат изграђен пре доношења прописа о изградњи објекта, са земљиштем у грађевинском подручју под зградом/објектом
3. приземна помоћна зграда, површине 10 кв.м, објекат изграђен пре доношења прописа о изградњи објекта, са земљиштем у грађевинском подручју под зградом/објектом
4. земљиште у грађевинском подручју уз зграду и други објекат, површине 500 кв.м.
5. земљиште у грађевинском подручју – њива 1. класе, површине 867 кв.м.
односно, парцеле укупне површине 1537 кв.м.",https://eaukcija.sud.rs/#/aukcije/126233
2025-03-20,False,Земун,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,"	ТЕЛЕВИЗОР ,,TELEFUNKEN”  ",https://eaukcija.sud.rs/#/aukcije/126246
2025-03-20,False,Коцељева,350000.0,500000.0,70.0,Nepokretnosti,Шумско земљиште,"Катастарске парцеле број 448/1 КО Ћуковине, шума 5. класе, шумско земљиште, у површини од 8687 м2, потес Михајловац,",https://eaukcija.sud.rs/#/aukcije/126259
2025-03-20,False,Земун,3500.0,5000.0,70.0,Pokretnosti,Покретне ствари,ПОЛИЦА ЗА ТЕЛЕВИЗОР  ,https://eaukcija.sud.rs/#/aukcije/126260
2025-03-20,False,Земун,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,	ТРПЕЗАРИЈСКИ СТО  ,https://eaukcija.sud.rs/#/aukcije/126261
2025-03-20,False,Земун,4200.0,6000.0,70.0,Pokretnosti,Покретне ствари,	ТРПЕЗАРИЈСКЕ СТОЛИЦЕ ,https://eaukcija.sud.rs/#/aukcije/126262
2025-03-20,False,Земун,10500.0,15000.0,70.0,Pokretnosti,Покретне ствари,"ВЕШ МАШИНА ,,BEKO”  ",https://eaukcija.sud.rs/#/aukcije/126263
2025-03-20,False,Земун,14000.0,20000.0,70.0,Pokretnosti,Покретне ствари,"МАШИНА ЗА СУДОВЕ ,,BEKO” ",https://eaukcija.sud.rs/#/aukcije/126264
2025-03-20,True,Шабац-град,1215841.14,2431682.28,50.0,Nepokretnosti,Непокретности,"-	катастарска парцела 2949/2 потес/улица Краља Петра Првог, земљиште под зградом-објектом-објектом, површине 0.00.36 ха и земљиште уз зграду – објекат, површине 0.04.73 ха,

-	породично стамбена зграда, број зграде 1, површине 36м2, изграђена на катастарској парцели 2949/2 КО Поцерски Причиновић, објекат преузет из земљишне књиге, 
",https://eaukcija.sud.rs/#/aukcije/126289
2025-03-20,False,Прокупље,280000.0,400000.0,70.0,Pokretnosti,Путничко возило или део,"Путничко возило “ALFA ROMEO 159”, сиве боје, дизел, снага мотора 88KW, запремина мотора 1910 cm3, број шасије ZAR93900007012379, број мотора 939A10004750274, PK 072-BO, произведено 2005. год.",https://eaukcija.sud.rs/#/aukcije/126540
2025-03-20,False,Прокупље,42000.0,60000.0,70.0,Pokretnosti,Пољопривредна машина или део,"Сакупљач за сено “СУНЦЕ”, непозната година производње",https://eaukcija.sud.rs/#/aukcije/126547
2025-03-20,False,Прокупље,28000.0,40000.0,70.0,Pokretnosti,Пољопривредна машина или део,"Четворобразни плуг, ручни рад, непознат произвођач и година година производње",https://eaukcija.sud.rs/#/aukcije/126548
2025-03-20,False,Прокупље,17500.0,25000.0,70.0,Pokretnosti,Пољопривредна машина или део,"Двокрилна дрљача, непозната година производње",https://eaukcija.sud.rs/#/aukcije/126549
2025-03-20,False,Прокупље,24500.0,35000.0,70.0,Pokretnosti,Пољопривредна машина или део,"Подривач, непозната година производње",https://eaukcija.sud.rs/#/aukcije/126550
2025-03-20,False,Прокупље,7000.0,10000.0,70.0,Pokretnosti,Пољопривредна машина или део,"Циклон за ђубре, непозната година производње",https://eaukcija.sud.rs/#/aukcije/126551
2025-03-20,False,Прокупље,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,"Скутер “SONIK”, жуте боје, непозната година производње",https://eaukcija.sud.rs/#/aukcije/126552
2025-03-21,False,Мајданпек,30961.0,44230.0,70.0,Nepokretnosti,Парцела,"кп.бр. 2098, КО Лесково, воћњак 8. Класе, површина земљишта 4.423 метра квадратних, процењена вредност 44.230,00 динара",https://eaukcija.sud.rs/#/aukcije/125679
2025-03-21,False,Мајданпек,42243.6,60348.0,70.0,Nepokretnosti,Парцела,"- кп.бр. 2099, КО Лесково, воћњак 7. класе. површина земљишта 5.029 метра квадратних, процењена вредност 60.348,00 динара ",https://eaukcija.sud.rs/#/aukcije/125680
2025-03-21,False,Мајданпек,9793.0,13990.0,70.0,Nepokretnosti,Парцела,"-кп.бр. 2100, КО Лесково, воћњак 8. класе, површина земљишта 1.399 метра квадратних, процењена вредност 13.990,00 динара",https://eaukcija.sud.rs/#/aukcije/125681
2025-03-21,False,Мајданпек,8260.0,11800.0,70.0,Nepokretnosti,Парцела,"- кп. Бр. 2102, КО Лесково, воћњак 8. класе, површина земиљишта 1.180 метра квадратних, процењена вредност 11.800,00 динара",https://eaukcija.sud.rs/#/aukcije/125682
2025-03-21,False,Мајданпек,41832.0,59760.0,70.0,Nepokretnosti,Парцела,"-кп. бр 2103 КО Лесквоо, њива 8. класе, површина земљишта 7.470 метра квадратних, процењена вредност 59.760,00 динара",https://eaukcija.sud.rs/#/aukcije/125683
2025-03-21,False,Мајданпек,10287.2,14696.0,70.0,Nepokretnosti,Парцела,"-кп.бр 2181 КО Лесквоо, њива 8. класе, површина земљишта 1.837 метра квадратних, процењена вредност 14.696,00 динара",https://eaukcija.sud.rs/#/aukcije/125684
2025-03-21,False,Мајданпек,72961.0,104230.0,70.0,Nepokretnosti,Парцела,"кп. бр. 2182 КО Лесково, њива 7. класе, површина земљишта 10.423 метра квадратних, процењена  вредност 104.230,00 динара",https://eaukcija.sud.rs/#/aukcije/125685
2025-03-21,False,Мајданпек,3605.0,5150.0,70.0,Nepokretnosti,Парцела,"-кп. Бр. 2183 Ко Лесково, воћњак 8. класе, површина земљишта 515 метра квадратних, процењена вредност 5.150,00 динара",https://eaukcija.sud.rs/#/aukcije/125686
2025-03-21,False,Мајданпек,54138.0,77340.0,70.0,Nepokretnosti,Парцела,"кп.бр 2184 КО Лесково, пашњак 3. класе, површина земљишта 5.156 метра квадратних, процењена вредност 77.340,00 динара ",https://eaukcija.sud.rs/#/aukcije/125688
2025-03-21,False,Мајданпек,94108.0,134440.0,70.0,Nepokretnosti,Парцела,"- кп.бр 2185 КО Лесково, шума 6 класе, површина земљишта 3.361 метра квадратних, процењена вредност 134.440,00 динара ",https://eaukcija.sud.rs/#/aukcije/125690
2025-03-21,False,Мајданпек,9268.0,13240.0,70.0,Nepokretnosti,Грађевинско земљиште," кп.бр 2456 КО Лесково, грађевинско земљиште 662 метра квадратних, процењена вредност 13.240,00 динара ",https://eaukcija.sud.rs/#/aukcije/125691
2025-03-21,False,Суботица-град,163800.0,234000.0,70.0,Pokretnosti,Путничко возило или део,"Путничко возило регистраске ознаке SU204-HV марке RENAULT, тип MEGANE SCENIC, број шасије VF1JA1U0527592182, број мотора F9QQ744C144084, година производње 2002, број пленидбене маркице 002573",https://eaukcija.sud.rs/#/aukcije/125732
2025-03-21,False,Кикинда,10500.0,15000.0,70.0,Pokretnosti,Намештај,Телевизор,https://eaukcija.sud.rs/#/aukcije/125775
2025-03-21,False,Кикинда,10500.0,15000.0,70.0,Pokretnosti,Намештај,Веш машина,https://eaukcija.sud.rs/#/aukcije/125776
2025-03-21,False,Зрењанин-град,9100.0,13000.0,70.0,Pokretnosti,Намештај,"Телевизор, број маркице 100988",https://eaukcija.sud.rs/#/aukcije/125777
2025-03-21,False,Зрењанин-град,9100.0,13000.0,70.0,Pokretnosti,Намештај,"Телевизор, број маркице 100989",https://eaukcija.sud.rs/#/aukcije/125778
2025-03-21,False,Зрењанин-град,4200.0,6000.0,70.0,Pokretnosti,Остала покретна имовина,Лаптоп,https://eaukcija.sud.rs/#/aukcije/125779
2025-03-21,False,Зрењанин-град,2800.0,4000.0,70.0,Pokretnosti,Намештај,Фотеља,https://eaukcija.sud.rs/#/aukcije/125780
2025-03-21,False,Зрењанин-град,21000.0,30000.0,70.0,Pokretnosti,Намештај,Угаона гарнитура и клуб сто,https://eaukcija.sud.rs/#/aukcije/125781
2025-03-21,False,Зрењанин-град,175000.0,250000.0,70.0,Pokretnosti,Возило или део возила,Теретно возило OPEL MOVANO 2.5 CDI регистарске ознаке ZR214-NV,https://eaukcija.sud.rs/#/aukcije/125783
2025-03-21,False,Земун,98000.0,140000.0,70.0,Pokretnosti,Електронска и рачунарска опрема или део,Мултифункционални копир апарат „RICOH“ MP 4504EX,https://eaukcija.sud.rs/#/aukcije/125821
2025-03-21,False,Коцељева,104755.0,149650.0,70.0,Nepokretnosti,Шумско земљиште,"катастарска парцела број 82, потес Дебело брдо, површине 29а 93м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125825
2025-03-21,False,Коцељева,757890.0,1082700.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 94/5, потес Дебело брдо, површине 2ха 16а 54м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125826
2025-03-21,False,Коцељева,68040.0,97200.0,70.0,Nepokretnosti,Шумско земљиште,"катастарска апрцела број 1861, потес Зарупца мала, површине 19а 44м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125827
2025-03-21,False,Коцељева,183085.0,261550.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1862, потес Зарупца мала, површине 52а 31м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125828
2025-03-21,False,Коцељева,401275.0,573250.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1863, потес Зарупца мала, површине 1ха 14а 65м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125829
2025-03-21,False,Коцељева,193900.0,277000.0,70.0,Nepokretnosti,Шумско земљиште,"катастарска парцела број 1876, потес Зарупца мала, површине 55а 40м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125830
2025-03-21,False,Коцељева,35035.0,50050.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1877/1, потес Зарупца мала, површине 10а 01м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125832
2025-03-21,False,Коцељева,249550.0,356500.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1877/2, потес Зарупца мала, укупне површине 71а 30м2, уписано у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125833
2025-03-21,False,Коцељева,31080.0,44400.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1878, потес Зарупца мала, површине 8а 88м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125835
2025-03-21,False,Коцељева,40285.0,57550.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1886, потес Зарупца мала, површине 11а 51м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125841
2025-03-21,False,Коцељева,129430.0,184900.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1887, потес Зарупца мала, површине 36а 98м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125843
2025-03-21,False,Коцељева,22120.0,31600.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1888, потес Зарупца мала, површине 6а 32м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125845
2025-03-21,False,Коцељева,113925.0,162750.0,70.0,Nepokretnosti,Шумско земљиште,"катастарска парцела број 1889, потес Зарупца мала, површине 32а 55м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125847
2025-03-21,False,Коцељева,309400.0,442000.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1890, потес Зарупца мала, површине 32а 55м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125849
2025-03-21,False,Коцељева,172900.0,247000.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1891, потес Зарупца мала, површине 49а 40м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125850
2025-03-21,False,Коцељева,198170.0,283100.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1892, потес Зарупца мала, површине 56а 62м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125851
2025-03-21,False,Коцељева,121835.0,174050.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1903, потес Зарупца мала, површине 34а 81м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125852
2025-03-21,False,Коцељева,255640.0,365200.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1978, потес Тамнава, површине 73а 04м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125853
2025-03-21,False,Коцељева,882035.0,1260050.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 1996/1, потес Тамнава, укупне површине 2ха 52а 01м2, све уписано у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125854
2025-03-21,False,Коцељева,321405.0,459150.0,70.0,Nepokretnosti,Шумско земљиште,"катастарска парцела број 1997, потес Тамнава, површине 91а 83м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125855
2025-03-21,False,Коцељева,335930.0,479900.0,70.0,Nepokretnosti,Пољопривредно земљиште,"катастарска парцела број 2142/9, потес Тамнава, површине 95а 98м2, уписана у лист непокретности број 41 КО Баталаге",https://eaukcija.sud.rs/#/aukcije/125856
2025-03-21,False,Коцељева,72730.0,103900.0,70.0,Nepokretnosti,Шумско земљиште,"катастарска парцеларој 1389/2, потес Обарак, површине 20а 78м2, уписана у лист непокретности број 216 КО Зукве",https://eaukcija.sud.rs/#/aukcije/125857
2025-03-21,True,Земун,3577022.34,7154044.69,50.0,Nepokretnosti,Пољопривредно земљиште,"Катастарска парцела бр.3873,  пољопривредно земљиште, по култури њива 4 класе, површине 20390 м2, потес/улица Ледине, катастарска општина Угриновци, општина Земун, удео извршног дужника 1/3",https://eaukcija.sud.rs/#/aukcije/125876
2025-03-21,False,Лесковац-град,280000.0,400000.0,70.0,Pokretnosti,Возило или део возила,"теретнно возило марке MERCEDES BENZ , тип VITO, рег. ознака LE153-AN",https://eaukcija.sud.rs/#/aukcije/125902
2025-03-21,False,Чачак-град,6545210.0,9350300.0,70.0,Nepokretnosti,Објекат,"објекат бр.4 зграда осталих индустријских делатности -Ружно паче- на кт бр 5704/1  КО Чачак, габрита 320 м2, спратности Пр+Сп, бруто површине 640 м2 у својини извршног дужника обим удела 1/1
а који се у катастру води као
објекат бр.2, зграда осталих индустријских делатности – Ружно паче -  који је у основи површине 323 м2, спратности Пр+Сп, укупне бруто површине 646 м2, ул.Николе Тесле 44, Чачак, кт бр 5704/8 КО: Чачак, број листа непокретности: 10342, објекат има одобрење за употребу,у приватној својини извршног дужника обим удела 1/1",https://eaukcija.sud.rs/#/aukcije/125918
2025-03-21,True,Мали Иђош,21000.0,42000.0,50.0,Pokretnosti,Покретне ствари,"1.	Комплет кухиња, доњи и горњи елементи са судопером; број пописне маркице: 03461;
2.	Микроталасна „Gorenje“; број пописне маркице: 03462.

",https://eaukcija.sud.rs/#/aukcije/125923
2025-03-21,False,Бујановац,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,Телевизор марке Самсунг црне боје,https://eaukcija.sud.rs/#/aukcije/125924
2025-03-21,False,Бујановац,16800.0,24000.0,70.0,Pokretnosti,Покретне ствари,Кухиња са елементима беле боје,https://eaukcija.sud.rs/#/aukcije/125925
2025-03-21,False,Бујановац,7000.0,10000.0,70.0,Pokretnosti,Покретне ствари,Кухињски сто са пет столица,https://eaukcija.sud.rs/#/aukcije/125926
2025-03-21,False,Бујановац,8400.0,12000.0,70.0,Pokretnosti,Покретне ствари,Угаона гарнитура,https://eaukcija.sud.rs/#/aukcije/125927
2025-03-21,True,Владичин Хан,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,Стуб за музику са два звучника марке Долби,https://eaukcija.sud.rs/#/aukcije/125940
2025-03-21,True,Владичин Хан,600.0,1200.0,50.0,Pokretnosti,Покретне ствари,Трпезаријски сто  са 4 столице,https://eaukcija.sud.rs/#/aukcije/125941
2025-03-21,True,Владичин Хан,3500.0,7000.0,50.0,Pokretnosti,Покретне ствари,Телевизор марке Вивакс,https://eaukcija.sud.rs/#/aukcije/125942
2025-03-21,True,Владичин Хан,1500.0,3000.0,50.0,Pokretnosti,Покретне ствари,Комода за телевизор ,https://eaukcija.sud.rs/#/aukcije/125943
2025-03-21,True,Сурдулица,4000.0,8000.0,50.0,Pokretnosti,Покретне ствари,Телевизор марке Dantax 32”,https://eaukcija.sud.rs/#/aukcije/125944
2025-03-21,True,Сурдулица,4000.0,8000.0,50.0,Pokretnosti,Покретне ствари,Комода за телевизор браон боје,https://eaukcija.sud.rs/#/aukcije/125945
2025-03-21,True,Сурдулица,1000.0,2000.0,50.0,Pokretnosti,Покретне ствари,Аспиратор без ознаке металик сиве боје,https://eaukcija.sud.rs/#/aukcije/125946
2025-03-21,True,Сурдулица,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,Електрични шпорет,https://eaukcija.sud.rs/#/aukcije/125947
2025-03-21,True,Сурдулица,5000.0,10000.0,50.0,Pokretnosti,Покретне ствари,Машина за прање судова,https://eaukcija.sud.rs/#/aukcije/125948
2025-03-21,True,Сурдулица,2500.0,5000.0,50.0,Pokretnosti,Покретне ствари,Веш машина марке Indesit,https://eaukcija.sud.rs/#/aukcije/125949
2025-03-21,True,Сурдулица,7500.0,15000.0,50.0,Pokretnosti,Покретне ствари,Кухиња са елеметнима бродо беле боје,https://eaukcija.sud.rs/#/aukcije/125950
2025-03-21,True,Врањска бања,6000.0,12000.0,50.0,Pokretnosti,Покретне ствари,"Телевизор марке Вивакс 42 инча
",https://eaukcija.sud.rs/#/aukcije/125956
2025-03-21,True,Врањска бања,1000.0,2000.0,50.0,Pokretnosti,Покретне ствари,Електрични шпорет  марке Sloboda,https://eaukcija.sud.rs/#/aukcije/125957
2025-03-21,True,Врањска бања,1000.0,2000.0,50.0,Pokretnosti,Покретне ствари,Трпезаријски сто са шест столица,https://eaukcija.sud.rs/#/aukcije/125958
